ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P22455,Fibroblast growth factor receptor 4,FGFR4,31372,X57205,P22455,FGFR4_HUMAN,1QCT; 4QQ5; 4QQC; 4QQJ; 4QQT; 4QRC; 4R6V; 4TYE; 4TYG; 4TYI; 4TYJ; 4UXQ; 4XCU,,FGFR4,HGNC:3691,Human,DB09078
P04040,Catalase,CAT,1228085,X04085,P04040,CATA_HUMAN,1DGB; 1DGF; 1DGG; 1DGH; 1F4J; 1QQW,,CAT,HGNC:1516,Human,DB01213
P05113,Interleukin-5,IL5,33836,X04688,P05113,IL5_HUMAN,1HUL; 3QT2; 3VA2,,IL5,HGNC:6016,Human,DB06612
P50870,Streptogramin A acetyltransferase,vatD,433715,L12033,P50870,VATD_ENTFC,1KHR; 1KK4; 1KK5; 1KK6; 1MR7; 1MR9; 1MRL; 3DHO,,,,Enterococcus faecium,DB01764
P31939,Bifunctional purine biosynthesis protein PURH,ATIC,1263196,U37436,P31939,PUR9_HUMAN,1P4R; 1PKX; 1PL0,,ATIC,HGNC:794,Human,DB00642
Q06187,Tyrosine-protein kinase BTK,BTK,312467,X58957,Q06187,BTK_HUMAN,1AWW; 1AWX; 1B55; 1BTK; 1BWN; 1K2P; 1QLY; 2GE9; 2Z0P; 3GEN; 3K54; 3OCS; 3OCT; 3P08; 3PIX; 3PIY; 3PIZ; 3PJ1; 3PJ2; 3PJ3; 4NWM; 4OT5; 4OT6; 4OTF; 4OTQ; 4OTR; 4RFY; 4RFZ; 4RG0; 4YHF; 4Z3V; 4ZLY; 4ZLZ; 5BPY; 5BQ0,,BTK,HGNC:1133,Human,DB09053; DB11703
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,347130,L20970,Q08499,PDE4D_HUMAN,1E9K; 1MKD; 1OYN; 1PTW; 1Q9M; 1TB7; 1TBB; 1XOM; 1XON; 1XOQ; 1XOR; 1Y2B; 1Y2C; 1Y2D; 1Y2E; 1Y2K; 1ZKN; 2FM0; 2FM5; 2PW3; 2QYN; 3G4G; 3G4I; 3G4K; 3G4L; 3G58; 3IAD; 3IAK; 3K4S; 3SL3; 3SL4; 3SL5; 3SL6; 3SL8; 3V9B; 4OGB; 4W1O; 4WCU,,PDE4D,HGNC:8783,Human,DB00651; DB03849; DB05676
Q71U36,Tubulin alpha-1A chain,TUBA1A,37492,X01703,Q71U36,TBA1A_HUMAN,5JCO,,TUBA1A,HGNC:20766,Human,DB00570; DB00643
P15555,D-alanyl-D-alanine carboxypeptidase,,515050,X05109,P15555,DAC_STRSR,1CEF; 1CEG; 1HVB; 1IKG; 1IKI; 1MPL; 1PW1; 1PW8; 1PWC; 1PWD; 1PWG; 1SCW; 1SDE; 1YQS; 2PTE; 3PTE,,,,Streptomyces sp. (strain R61),DB00456
P00811,Beta-lactamase,ampC,145267,J01611,P00811,AMPC_ECOLI,1C3B; 1FCM; 1FCN; 1FCO; 1FSW; 1FSY; 1GA9; 1I5Q; 1IEL; 1IEM; 1KDS; 1KDW; 1KE0; 1KE3; 1KE4; 1KVL; 1KVM; 1L0D; 1L0E; 1L0F; 1L0G; 1L2S; 1LL5; 1LL9; 1LLB; 1MXO; 1MY8; 1O07; 1PI4; 1PI5; 1XGI; 1XGJ; 2BLS; 2FFY; 2HDQ; 2HDR; 2HDS; 2HDU; 2I72; 2P9V; 2PU2; 2PU4; 2R9W; 2R9X; 2RCX; 3BLS; 3BM6; 3FKV; 3FKW; 3GQZ; 3GR2; 3GRJ; 3GSG; 3GTC; 3GV9; 3GVB; 3IWI; 3IWO; 3IWQ; 3IXB; 3IXD; 3IXG; 3IXH; 3O86; 3O87; 3O88; 4E3I; 4E3J; 4E3K; 4E3L; 4E3M; 4E3N; 4E3O; 4JXG; 4JXS; 4JXV; 4JXW; 4KEN; 4KG2; 4KG5; 4KG6; 4KZ3; 4KZ4; 4KZ5; 4KZ6; 4KZ7; 4KZ8; 4KZ9; 4KZA; 4KZB; 4LV0; 4LV1; 4LV2; 4LV3; 4OKP; 4OLD; 4OLG,,,,Escherichia coli (strain K12),DB00456
P68371,Tubulin beta-4B chain,TUBB4B,37494,X02344,P68371,TBB4B_HUMAN,"",,TUBB2C,HGNC:20771,Human,DB00643
P68366,Tubulin alpha-4A chain,TUBA4A,32015,X06956,P68366,TBA4A_HUMAN,"",,TUBA4A,HGNC:12407,Human,DB01179; DB06772
P03176,Thymidine kinase,TK,59524,X14112,P03176,KITH_HHV11,1E2H; 1E2I; 1E2J; 1E2K; 1E2L; 1E2M; 1E2N; 1E2P; 1KI2; 1KI3; 1KI4; 1KI6; 1KI7; 1KI8; 1KIM; 1OF1; 1P7C; 1QHI; 1VTK; 2KI5; 2VTK; 3F0T; 3RDP; 3VTK; 4IVP; 4IVQ; 4IVR; 4JBX; 4JBY; 4OQL; 4OQM; 4OQN; 4OQX,,,,HHV-1,DB00787; DB01004
P04958,Tetanus toxin,tetX,40770,X04436,P04958,TETX_CLOTE,1A8D; 1AF9; 1D0H; 1DFQ; 1DIW; 1DLL; 1FV2; 1FV3; 1YVG; 1YXW; 1YYN; 1Z7H; 3HMY; 3HN1; 4J1L,,,,Clostridium tetani (strain Massachusetts / E88),DB11604
Q13509,Tubulin beta-3 chain,TUBB3,1297274,U47634,Q13509,TBB3_HUMAN,"",,TUBB3,HGNC:20772,Human,DB04845
P05193,Beta-lactamase,ampC,40452,X03866,P05193,AMPC_CITFR,1RGY,,,,Citrobacter freundii,DB00355
P09871,Complement C1s subcomponent,C1S,763110,X06596,P09871,C1S_HUMAN,1ELV; 1NZI; 4J1Y; 4LMF; 4LOR; 4LOS; 4LOT,,C1S,HGNC:1247,Human,DB06404; DB09228
P50579,Methionine aminopeptidase 2,METAP2,903982,U29607,P50579,MAP2_HUMAN,1B59; 1B6A; 1BN5; 1BOA; 1KQ0; 1KQ9; 1QZY; 1R58; 1R5G; 1R5H; 1YW7; 1YW8; 1YW9; 2ADU; 2EA2; 2EA4; 2GA2; 2OAZ,,METAP2,HGNC:16672,Human,DB01422
P62594,Beta-lactamase TEM,bla,16505919,AL513383,P62594,BLAT_SALTI,"",,,,Salmonella typhi,DB01606
P51512,Matrix metalloproteinase-16,MMP16,2662306,AB009303,P51512,MMP16_HUMAN,1RM8,,MMP16,HGNC:7162,Human,DB00786
P14555,"Phospholipase A2, membrane associated",PLA2G2A,190889,M22430,P14555,PA2GA_HUMAN,1AYP; 1BBC; 1DB4; 1DB5; 1DCY; 1J1A; 1KQU; 1KVO; 1N28; 1N29; 1POD; 1POE; 2GNY; 3U8B; 3U8D; 3U8H; 3U8I,,PLA2G2A,HGNC:9031,Human,DB00328
O43570,Carbonic anhydrase 12,CA12,2984693,AF051882,O43570,CAH12_HUMAN,1JCZ; 1JD0; 4HT2; 4KP5; 4KP8; 4Q0L; 4QJ0; 4QJO; 4QJW; 4WW8,,CA12,HGNC:1371,Human,DB00819
P09874,Poly [ADP-ribose] polymerase 1,PARP1,1017423,X16674,P09874,PARP1_HUMAN,1UK0; 1UK1; 1WOK; 2COK; 2CR9; 2CS2; 2DMJ; 2JVN; 2L30; 2L31; 2RCW; 2RD6; 2RIQ; 3GJW; 3GN7; 3L3L; 3L3M; 3OD8; 3ODA; 3ODC; 3ODE; 4AV1; 4DQY; 4GV7; 4HHY; 4HHZ; 4L6S; 4OPX; 4OQA; 4OQB; 4PJT; 4R5W; 4R6E; 4UND; 4UXB; 4XHU; 4ZZZ; 5A00,,PARP1,HGNC:270,Human,DB09074; DB11793; DB12332
P07477,Trypsin-1,PRSS1,521216,M22612,P07477,TRY1_HUMAN,1FXY; 1TRN; 2RA3; 4WWY; 4WXV,,PRSS1,HGNC:9475,Human,DB12598
Q96RI1,Bile acid receptor,NR1H4,1546084,U68233,Q96RI1,NR1H4_HUMAN,1OSH; 1OSK; 3BEJ; 3DCT; 3DCU; 3FLI; 3FXV; 3GD2; 3HC5; 3HC6; 3L1B; 3OKH; 3OKI; 3OLF; 3OMK; 3OMM; 3OOF; 3OOK; 3P88; 3P89; 3RUT; 3RUU; 3RVF; 4OIV; 4QE6; 4QE8; 4WVD,,NR1H4,HGNC:7967,Human,DB05990
P13551,Elongation factor G,fusA,,,P13551,EFG_THETH,1FNM; 1IP8; 1IPM; 1IPO; 1IPR; 1JQM; 1JQS; 1KTV; 1PN6; 2BCW; 2BM0; 2BM1; 2BV3; 2J7K; 2OM7; 3IZP; 4M1K; 4MYT; 4MYU,,,,Thermus thermophilus,DB02703
P24557,Thromboxane-A synthase,TBXAS1,338704,M80647,P24557,THAS_HUMAN,"",,TBXAS1,HGNC:11609,Human,DB01207
Q16881,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,1237038,X91247,Q16881,TRXR1_HUMAN,1W1C; 2CFY; 2J3N; 2ZZ0; 2ZZB; 2ZZC; 3QFA; 3QFB,,TXNRD1,HGNC:12437,Human,DB01169
P0AD63,Beta-lactamase SHV-1,bla,5002312,AF148850,P0AD63,BLA1_ECOLX,"",,,,Escherichia coli,DB09060
P0A9Z7,Beta-lactamase SHV-2,bla,5002314,AF148851,P0A9Z7,BLA2_ECOLX,"",,,,Escherichia coli,DB09060
P0AEB2,D-alanyl-D-alanine carboxypeptidase DacA,dacA,"",X06479,P0AEB2,DACA_ECOLI,1HD8; 1NJ4; 1NZO; 1NZU; 1SDN; 1Z6F; 3BEB; 3BEC; 3MZD; 3MZE; 3MZF,,"",,Escherichia coli (strain K12),DB00274; DB01329; DB01331
Q99250,Sodium channel protein type 2 subunit alpha,SCN2A,457879,M94055,Q99250,SCN2A_HUMAN,2KAV; 4JPZ,,SCN2A,HGNC:10588,Human,DB00909
Q9NY46,Sodium channel protein type 3 subunit alpha,SCN3A,7414320,AJ251507,Q9NY46,SCN3A_HUMAN,"",,SCN3A,HGNC:10590,Human,DB00909
P35499,Sodium channel protein type 4 subunit alpha,SCN4A,338213,M81758,P35499,SCN4A_HUMAN,"",,SCN4A,HGNC:10591,Human,DB00586; DB00909; DB01195
P0C0X1,Dihydropteroate synthase,folP1,5832717,AB028658,P0C0X1,DHPS1_MYCLE,"",,,,Mycobacterium leprae (strain TN),DB00250
P0C0X2,Inactive dihydropteroate synthase 2,folP2,699152,U15180,P0C0X2,DHPS2_MYCLE,"",,,,Mycobacterium leprae (strain TN),DB00250
P62508,Estrogen-related receptor gamma,ESRRG,4092075,AF094518,P62508,ERR3_HUMAN,1KV6; 1TFC; 1VJB; 2E2R; 2EWP; 2GP7; 2GPO; 2GPP; 2GPU; 2GPV; 2P7A; 2P7G; 2P7Z; 2ZAS; 2ZBS; 2ZKC,,ESRRG,HGNC:3474,Human,DB00255
P21964,Catechol O-methyltransferase,COMT,180920,M65212,P21964,COMT_HUMAN,3A7E; 3BWM; 3BWY; 4PYI; 4PYJ; 4PYK; 4XUC; 4XUD; 4XUE,,COMT,HGNC:2228,Human,DB00323; DB00494
P11511,Aromatase,CYP19A1,179002,M22246,P11511,CP19A_HUMAN,1TQA; 3EQM; 3S79; 3S7S; 4GL5; 4GL7; 4KQ8,,CYP19A1,HGNC:2594,Human,DB00357; DB00894; DB00990; DB01006; DB01217
P02675,Fibrinogen beta chain,FGB,182430,J00129,P02675,FIBB_HUMAN,1FZA; 1FZB; 1FZC; 1FZE; 1FZF; 1FZG; 1LT9; 1LTJ; 1N86; 1N8E; 1RE3; 1RE4; 1RF0; 1RF1; 2A45; 2FFD; 2H43; 2HLO; 2HOD; 2HPC; 2OYH; 2OYI; 2Q9I; 2XNX; 2XNY; 2Z4E; 3BVH; 3E1I; 3GHG; 3H32; 3HUS,,FGB,HGNC:3662,Human,DB11311; DB13151
P00736,Complement C1r subcomponent,C1R,29539,X04701,P00736,C1R_HUMAN,1APQ; 1GPZ; 1MD7; 1MD8; 2QY0,,C1R,HGNC:1246,Human,DB06404; DB09228
P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,FCGR3A,31324,X52645,P08637,FCG3A_HUMAN,3AY4; 3SGJ; 3SGK; 3WN5; 5BW7,,FCGR3A,HGNC:3619,Human,DB00028
P12318,Low affinity immunoglobulin gamma Fc region receptor II-a,FCGR2A,182474,M31932,P12318,FCG2A_HUMAN,1FCG; 1H9V; 3D5O; 3RY4; 3RY5; 3RY6,,FCGR2A,HGNC:3616,Human,DB00028
P31994,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B,4099445,U87560,P31994,FCG2B_HUMAN,2FCB; 3WJJ,,FCGR2B,HGNC:3618,Human,DB00028; DB00098
P31995,Low affinity immunoglobulin gamma Fc region receptor II-c,FCGR2C,32074,X17652,P31995,FCG2C_HUMAN,3WJL,,FCGR2C,HGNC:15626,Human,DB00028
P31785,Cytokine receptor common subunit gamma,IL2RG,219890,D11086,P31785,IL2RG_HUMAN,1ILL; 1ILM; 1ILN; 1ITE; 2B5I; 2ERJ; 3BPL; 3QAZ; 3QB7; 4GS7,,IL2RG,HGNC:6010,Human,DB00041
P32927,Cytokine receptor common subunit beta,CSF2RB,487425,M59941,P32927,IL3RB_HUMAN,1C8P; 1EGJ; 1GH7; 2GYS; 4NKQ,,CSF2RB,HGNC:2436,Human,DB00020
P05981,Serine protease hepsin,HPN,306886,M18930,P05981,HEPS_HUMAN,1O5E; 1O5F; 1P57; 1Z8G; 3T2N,,HPN,HGNC:5155,Human,DB00522
P11362,Fibroblast growth factor receptor 1,FGFR1,31368,X51803,P11362,FGFR1_HUMAN,1AGW; 1CVS; 1EVT; 1FGI; 1FGK; 1FQ9; 1XR0; 2CR3; 2FGI; 3C4F; 3DPK; 3GQI; 3GQL; 3JS2; 3KRJ; 3KRL; 3KXX; 3KY2; 3OJV; 3RHX; 3TT0; 3WJ6; 4F63; 4F64; 4F65; 4NK9; 4NKA; 4NKS; 4RWI; 4RWJ; 4RWK; 4RWL; 4UWB; 4UWC; 4UWY; 4V01; 4V04; 4V05; 4WUN; 4ZSA; 5A46; 5A4C; 5AM6; 5AM7,,FGFR1,HGNC:3688,Human,DB00398; DB08896; DB09078; DB09079
P22607,Fibroblast growth factor receptor 3,FGFR3,182569,M58051,P22607,FGFR3_HUMAN,1RY7; 2LZL; 4K33,,FGFR3,HGNC:3690,Human,DB09078; DB09079
O95838,Glucagon-like peptide 2 receptor,GLP2R,4324491,AF105367,O95838,GLP2R_HUMAN,"",,GLP2R,HGNC:4325,Human,DB08900
P23763,Vesicle-associated membrane protein 1,VAMP1,338625,M36200,P23763,VAMP1_HUMAN,"",,VAMP1,HGNC:12642,Human,DB00042
P63027,Vesicle-associated membrane protein 2,VAMP2,338632,M36205,P63027,VAMP2_HUMAN,3FIE; 3FII; 3RK2; 3RK3; 3RL0,,VAMP2,HGNC:12643,Human,DB00042
Q8N9I0,Synaptotagmin-2,SYT2,21748879,AK090672,Q8N9I0,SYT2_HUMAN,"",,SYT2,HGNC:11510,Human,DB00042
Q01362,High affinity immunoglobulin epsilon receptor subunit beta,MS4A2,219882,D10583,Q01362,FCERB_HUMAN,"",,MS4A2,HGNC:7316,Human,DB00043
Q96LZ3,Calcineurin subunit B type 2,PPP3R2,33150800,AF145026,Q96LZ3,CANB2_HUMAN,"",,PPP3R2,HGNC:9318,Human,DB00091
P35346,Somatostatin receptor type 5,SSTR5,431095,L14865,P35346,SSR5_HUMAN,"",,SSTR5,HGNC:11334,Human,DB00104; DB04894
P20711,Aromatic-L-amino-acid decarboxylase,DDC,181521,M76180,P20711,DDC_HUMAN,3RBF; 3RBL; 3RCH,,DDC,HGNC:2719,Human,DB00190
P06276,Cholinesterase,BCHE,1311630,M32391,P06276,CHLE_HUMAN,1EHO; 1EHQ; 1KCJ; 1P0I; 1P0M; 1P0P; 1P0Q; 1XLU; 1XLV; 1XLW; 2J4C; 2PM8; 2WID; 2WIF; 2WIG; 2WIJ; 2WIK; 2WIL; 2WSL; 2XMB; 2XMC; 2XMD; 2XMG; 2XQF; 2XQG; 2XQI; 2XQJ; 2XQK; 2Y1K; 3DJY; 3DKK; 3O9M; 4AQD; 4AXB; 4B0O; 4B0P; 4BBZ; 4BDS; 4TPK; 4XII,,BCHE,HGNC:983,Human,DB00382; DB00449; DB00545; DB00677; DB00733; DB00772; DB00941; DB00989; DB01010; DB01057
P19971,Thymidine phosphorylase,TYMP,189701,M63193,P19971,TYPH_HUMAN,1UOU; 2J0F; 2WK5; 2WK6,,ECGF1,HGNC:3148,Human,DB09343
P27338,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Human,DB00191; DB00752; DB00780; DB01037; DB01247; DB01363; DB01367; DB01442; DB01577; DB01626; DB06654
P21397,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Human,DB00191; DB00752; DB00780; DB00805; DB01171; DB01247; DB01363; DB01442; DB01577
P47989,Xanthine dehydrogenase/oxidase,XDH,10336525,D11456,P47989,XDH_HUMAN,2CKJ; 2E1Q,,XDH,HGNC:12805,Human,DB00437; DB04854
Q00534,Cyclin-dependent kinase 6,CDK6,36623,X66365,Q00534,CDK6_HUMAN,1BI7; 1BI8; 1BLX; 1G3N; 1JOW; 1XO2; 2EUF; 2F2C; 3NUP; 3NUX; 4AUA; 4EZ5; 4TTH,,CDK6,HGNC:1777,Human,DB09073; DB11730; DB12001
P00813,Adenosine deaminase,ADA,28380,X02994,P00813,ADA_HUMAN,1M7M; 3IAR,,ADA,HGNC:186,Human,DB00552; DB00975
P11802,Cyclin-dependent kinase 4,CDK4,456427,M14505,P11802,CDK4_HUMAN,1LD2; 2W96; 2W99; 2W9F; 2W9Z; 3G33,,CDK4,HGNC:1773,Human,DB09073; DB11730; DB12001
Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,179758,M94172,Q00975,CAC1B_HUMAN,2LCM,,CACNA1B,HGNC:1389,Human,DB00996; DB01202; DB05885; DB08838
O95864,Fatty acid desaturase 2,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,"",,FADS2,HGNC:3575,Human,DB00132
O14521,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,2351037,AB006202,O14521,DHSD_HUMAN,"",,SDHD,HGNC:10683,Human,DB00756
Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985,AY423045,Q8N0U8,VKORL_HUMAN,"",,VKORC1L1,HGNC:21492,Human,DB00170
O75899,Gamma-aminobutyric acid type B receptor subunit 2,GABBR2,3776098,AJ012188,O75899,GABR2_HUMAN,4F11; 4F12; 4MQE; 4MQF; 4MR7; 4MR8; 4MR9; 4MRM; 4MS1; 4MS3; 4MS4; 4PAS,,GABBR2,HGNC:4507,Human,DB00181; DB08891; DB08892
P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,2MAW; 5AFH; 5AFJ; 5AFK; 5AFL; 5AFM; 5AFN,,CHRNA7,HGNC:1960,Human,DB00184
P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,"",,GABRB1,HGNC:4081,Human,DB00231; DB00431; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01440; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,4COF,,GABRB3,HGNC:4083,Human,DB00231; DB00546; DB00592; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB06716
P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,"",,GABRB2,HGNC:4082,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01594; DB01595; DB06716
P20618,Proteasome subunit beta type-1,PSMB1,220026,D00761,P20618,PSB1_HUMAN,4R3O; 4R67,,PSMB1,HGNC:9537,Human,DB00188; DB08889
P28074,Proteasome subunit beta type-5,PSMB5,558526,D29011,P28074,PSB5_HUMAN,4R3O; 4R67,,PSMB5,HGNC:9542,Human,DB00188; DB08889
P49721,Proteasome subunit beta type-2,PSMB2,565649,D26599,P49721,PSB2_HUMAN,4R3O; 4R67,,PSMB2,HGNC:9539,Human,DB08889
P03198,DNA polymerase catalytic subunit,,1334913,V01555,P03198,DPOL_EBVB9,1H15,,"",,HHV-4,DB00194
Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,727223,Z46632,Q08493,PDE4C_HUMAN,1LXU; 2QYM,,PDE4C,HGNC:8782,Human,DB00651; DB05266
Q08289,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,"",,CACNB2,HGNC:1402,Human,DB00270; DB00381; DB00393; DB00401; DB00622; DB00661; DB01023; DB01054; DB01115; DB01388; DB06712
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,2VAY,,CACNA1S,HGNC:1397,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00661; DB01023; DB01054; DB01115; DB01388; DB09090
O00305,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,1VYV; 2D46,,CACNB4,HGNC:1404,Human,DB00393; DB00661; DB01388
O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,"",,CACNA1F,HGNC:1393,Human,DB00393; DB00568; DB00661; DB01388
P54284,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,"",,CACNB3,HGNC:1403,Human,DB00393; DB00661; DB01388
Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,3LV3,,CACNA1D,HGNC:1391,Human,DB00270; DB00381; DB00393; DB00401; DB00568; DB00622; DB00661; DB01023; DB01054; DB01115; DB01388
Q27738,Dihydropteroate synthetase,,505177,Z30658,Q27738,Q27738_PLAFA,"",,"",,Plasmodium falciparum,DB00359; DB00664; DB01145; DB01299; DB06147; DB08798
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,1787642,U00096,P52647,NIFJ_ECOLI,"",,"",,Escherichia coli (strain K12),DB00698
Q13547,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,1TYI; 4BKX,,HDAC1,HGNC:4852,Human,DB02546; DB06176
Q92769,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,3MAX; 4LXZ; 4LY1,,HDAC2,HGNC:4853,Human,DB00277; DB01223; DB01303; DB02546; DB06176
O15379,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,4A69,,HDAC3,HGNC:4854,Human,DB02546
Q9UBN7,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,3C5K; 3GV4; 3PHD,,HDAC6,HGNC:14064,Human,DB02546
P43115,Prostaglandin E2 receptor EP3 subtype,PTGER3,,S69200,P43115,PE2R3_HUMAN,"",,PTGER3,HGNC:9595,Human,DB00905; DB00917; DB00929; DB08964
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,,Z29090,P42336,PK3CA_HUMAN,2ENQ; 2RD0; 3HHM; 3HIZ; 3ZIM; 4JPS; 4L1B; 4L23; 4L2Y; 4OVU; 4OVV; 4TUU; 4TV3; 4WAF; 4YKN,,PIK3CA,HGNC:8975,Human,DB12483
P42345,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,1AUE; 1FAP; 1NSG; 2FAP; 2GAQ; 2NPU; 2RSE; 3FAP; 4DRH; 4DRI; 4DRJ; 4FAP; 4JSN; 4JSP; 4JSV; 4JSX; 4JT5; 4JT6,,FRAP1,HGNC:3942,Human,DB00337; DB00877; DB01590; DB06287
P0A0K8,DNA gyrase subunit B,gyrB,,X71437,P0A0K8,GYRB_STAAU,3G75; 3G7B; 3TTZ; 3U2D; 3U2K; 4PLB; 4URM; 4URO; 5BS3; 5D7D; 5D7R,,,,Staphylococcus aureus,DB01051
A6PZ59,Rhesus blood group D antigen,RHD,150246790,AM491130,A6PZ59,A6PZ59_HUMAN,"",,,,Human,DB11597
P14677,Penicillin-binding protein 2x,pbpX,,AE005672,P14677,PBPX_STRPN,1PMD; 1QME; 1QMF; 1RP5; 2Z2L; 2Z2M; 2ZC3; 2ZC4,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01150
P0AD68,Peptidoglycan synthase FtsI,ftsI,,K00137,P0AD68,FTSI_ECOLI,"",,,,Escherichia coli (strain K12),DB00267; DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01413; DB01415; DB01416
Q9HGT2,Cytosolic leucyl-tRNA synthetase,CDC60,,AF293346,Q9HGT2,Q9HGT2_CANAX,"",,,,Yeast,DB09041
Q9NY47,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,"",AJ251368,Q9NY47,CA2D2_HUMAN,"",,CACNA2D2,HGNC:1400,Human,DB00270; DB00996; DB01118; DB01244
O43525,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,"",,KCNQ3,HGNC:6297,Human,DB00586
P41231,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,1Z8E,,P2RY2,HGNC:8541,Human,DB04786
O39930,RNA-dependent RNA-polymerase,NS5b,,Z97730,O39930,O39930_9HEPC,"",,,,Hepatitis C virus,DB08934
O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,Y10055,O00329,PK3CD_HUMAN,"",,PIK3CD,HGNC:8977,Human,DB12483
O60674,Tyrosine-protein kinase JAK2,JAK2,,AF058925,O60674,JAK2_HUMAN,2B7A; 2W1I; 2XA4; 3E62; 3E63; 3E64; 3FUP; 3IO7; 3IOK; 3JY9; 3KCK; 3KRR; 3LPB; 3Q32; 3RVG; 3TJC; 3TJD; 3UGC; 3ZMM; 4AQC; 4BBE; 4BBF; 4C61; 4C62; 4D0W; 4D0X; 4D1S; 4E4M; 4E6D; 4E6Q; 4F08; 4F09; 4FVP; 4FVQ; 4FVR; 4GFM; 4GMY; 4HGE; 4IVA; 4JI9; 4JIA; 4P7E; 4YTC; 4YTF; 4YTH; 4YTI; 4ZIM; 5AEP; 5CF4; 5CF5; 5CF6; 5CF8,,JAK2,HGNC:6192,Human,DB08877; DB08895
